"","lat","lng"
"676",35.4427511,-120.8921254
"677",33.8358492,-118.3406288
"678",33.5651107,73.0169135
"679",34.1370237,-118.3583575
"680",41.0192641,-73.6834621
"681",-3.2581112,-79.9553924
"682",45.8548306,-119.2925679
"683",38.4729632,-77.9962512
"684",33.4255104,-111.9400054
"685",45.1717846,-93.8747929
"686",44.3483072,-106.6989375
"687",31.4637866,-96.0580197
"688",36.8355869,-99.6303972
"689",37.5120048,-85.6985727
"690",38.6175863,-81.9818042
"691",41.4555873,-90.7209746
"692",-35.2809368,149.1300092
"693",42.7261309,-87.7828523
"694",35.6303455,-80.543845
"695",29.2800444,-94.8030941
"696",56.4906712,-4.2026458
"697",-33.4488897,-70.6692655
"698",25.0334479,121.3874856
"699",25.0309866,121.3901211
"700",-1.831239,-78.183406
"701",-2.9001285,-79.0058965
"702",49.9928617,8.2472526
"703",21.4735329,55.975413
"704",-4.0078909,-79.2112769
"705",13.794185,-88.89653
"706",-2.1709979,-79.9223592
"707",18.220833,-66.590149
"708",43.0516505,-91.1412404
"709",51.6157885,5.5392399
"710",52.6464249,-3.3260904
"711",41.1171432,16.8718715
"712",41.87194,12.56738
"713",40.7928393,17.1011931
"714",45.3760312,9.1427661
"715",45.5375237,9.0843568
"716",51.6978162,5.3036748
"717",33.8498136,-84.4925844
"718",38.9559442,-76.9455301
"719",-40.5761897,-73.1149469
"720",51.5719149,4.768323
"721",-35.675147,-71.542969
"722",47.2497427,9.9797373
"723",41.9027835,12.4963655
"724",50.9847679,11.02988
"725",50.04887,1.419597
"726",50.73743,7.0982068
"727",39.6798633,-0.2784385
"728",50.937531,6.9602786
"729",53.5510846,9.9936819
"730",45.4642035,9.189982
"731",25.6866142,-100.3161126
"732",-34.1701324,-70.7406259
"733",0.3499768,-78.1260129
"734",18.4655394,-66.1057355
"735",19.4326077,-99.133208
"736",44.2311717,-76.4859544
"737",51.3491996,-1.9927105
"738",44.6496868,-93.24272
"739",19.9891511,-103.0213677
"740",38.5767017,-92.1735164
"741",42.3736158,-71.1097335
"742",20.1010608,-98.7591311
"743",28.6329957,-106.0691004
"744",-0.1806532,-78.4678382
"745",-28.0045655,26.7732162
"746",-0.023559,37.906193
"747",41.303229,-72.933826
"748",41.6997766,-87.6810934
"749",50.240598,8.54839
"750",-23.6509279,-70.3975022
"751",18.9242095,-99.2215659
"752",41.4621984,15.5446302
"753",37.2191474,-93.3708567
"754",46.227638,2.213749
"755",33.0801429,-83.2320991
"756",45.764043,4.835659
"757",-33.454275,-70.65074
"758",50.8106859,8.7741641
"759",50.1109221,8.6821267
"760",53.6764136,10.2378854
"761",44.2722703,-92.9953202
"762",48.7758459,9.1829321
"763",-32.0061951,115.8944182
"764",44.4183598,12.2035294
"765",51.8993855,-2.0782533
"766",35.593828,-82.550041
"767",10.0677719,-69.3473509
"768",-25.274398,133.775136
"769",43.0893387,-79.081342
"770",-33.8688197,151.2092955
"771",39.158168,-75.5243682
"772",42.3250896,-72.6412013
"773",40.5852602,-105.084423
"774",45.5016889,-73.567256
"775",53.5279314,-114.001928
"776",-3.5593772,-80.0605763
"777",48.2081743,16.3738189
"778",44.9983525,7.6802878
"779",-3.5562451,-80.0656611
"780",-3.4593888,-79.9668308
"781",42.331427,-83.0457538
"782",-3.6873033,-79.6109049
"783",40.9312099,-73.8987469
"784",-3.3259044,-79.8056661
"785",-2.1387682,-79.5940544
"786",28.3676629,-81.5480141
"787",28.385233,-81.563874
"788",0.3391763,-78.1222336
"789",-3.6363966,-79.6368563
"790",-2.2000444,-79.8882
"791",40.3359924,-74.2911154
"792",45.4319735,12.3200941
"793",37.118713,-84.073666
"794",42.9480578,-81.2592502
"795",-0.1464847,-78.4751945
"796",50.7753455,6.0838868
"797",50.967182,-1.374688
"798",40.7540553,14.4509125
"799",45.4383842,10.9916215
"800",47.497912,19.040235
"801",46.323716,-0.464777
"802",34.7733488,-85.0032471
"803",45.4064349,11.8767611
"804",43.1938516,-71.5723953
