"","X","lat","lng","States"
"4252",NA,32.7764749,-79.9310512,NA
"4253",NA,26.9124336,75.7872709,NA
"4254",NA,51.2174482,-102.4739331,"Saskatchewan"
"4255",NA,29.7604267,-95.3698028,"Texas"
"4256",NA,41.408969,-75.6624122,"Pennsylvania"
"4257",NA,45.4215296,-75.6971931,"Ontario"
"4258",NA,26.9124336,75.7872709,NA
"4259",NA,34.2331373,-102.4107493,"Texas"
"4260",NA,51.5073509,-0.1277583,"England"
"4261",NA,47.9252568,-97.0328547,NA
"4262",NA,25.9434529,-97.5087365,"Texas"
"4263",NA,32.7879465,-79.9287517,NA
"4264",NA,38.0405837,-84.5037164,"Kentucky"
"4265",NA,46.8771863,-96.7898034,NA
"4266",NA,36.6777372,-121.6555013,"California"
"4267",NA,37.387474,-122.0575434,"California"
"4268",NA,45.4215296,-75.6971931,"Ontario"
"4269",NA,32.3182314,-86.902298,NA
"4270",NA,34.9592083,-116.419389,"California"
"4271",NA,NA,NA,NA
"4272",NA,37.7749295,-122.4194155,"California"
"4273",NA,37.24954,-83.1932284,"Kentucky"
"4274",NA,45.4215296,-75.6971931,"Ontario"
"4275",NA,39.907793,-75.3878525,"Pennsylvania"
"4276",NA,45.0105194,-93.4555093,NA
"4277",NA,39.7392358,-104.990251,"Colorado"
"4278",NA,44.0520691,-123.0867536,NA
"4279",NA,38.0405837,-84.5037164,"Kentucky"
"4280",NA,34.0489281,-111.0937311,"Arizona"
"4281",NA,52.1332144,-106.6700458,"Saskatchewan"
"4282",NA,46.8791756,-102.7896242,NA
"4283",NA,54.5259614,-105.2551187,"Saskatchewan"
"4284",NA,36.778261,-119.4179324,"California"
"4285",NA,32.3009651,-64.8659279,NA
"4286",NA,38.9071923,-77.0368707,"District of Columbia"
"4287",NA,31.549333,-97.1466695,"Texas"
"4288",NA,40.789142,-73.134961,"New York"
"4289",NA,40.8447819,-73.8648268,"New York"
"4290",NA,39.9525839,-75.1652215,"Pennsylvania"
"4291",NA,38.9071923,-77.0368707,"District of Columbia"
"4292",NA,50.4452112,-104.6188943,"Saskatchewan"
"4293",NA,31.9685988,-99.9018131,"Texas"
"4294",NA,40.8559314,-73.2006687,"New York"
"4295",NA,40.6647469,-73.5039367,"New York"
"4296",NA,37.09024,-95.712891,"Kansas"
"4297",NA,41.87194,12.56738,NA
"4298",NA,40.789142,-73.134961,"New York"
"4299",NA,47.6062095,-122.3320708,"Washington"
"4300",NA,45.4215296,-75.6971931,"Ontario"
"4301",NA,40.6432284,-73.3472901,"New York"
"4302",NA,40.7659783,-73.019343,"New York"
"4303",NA,40.6867667,-73.3734547,"New York"
"4304",NA,40.9464875,-73.0692732,"New York"
"4305",NA,40.7062104,-73.3062302,"New York"
"4306",NA,40.7359317,-73.0820556,"New York"
"4307",NA,40.9598212,-72.9962148,"New York"
"4308",NA,40.9170435,-72.6620402,"New York"
"4309",NA,40.8245437,-72.6662075,"New York"
"4310",NA,40.8175985,-73.0001068,"New York"
"4311",NA,37.6125984,14.9388853,NA
"4312",NA,50.4452112,-104.6188943,"Saskatchewan"
"4313",NA,48.3705449,10.89779,NA
"4314",NA,37.8271784,-122.2913078,"California"
"4315",NA,37.4315734,-78.6568942,"Virginia"
"4316",NA,14.5995124,120.9842195,NA
"4317",NA,48.2329668,-101.2922906,NA
"4318",NA,46.8083268,-100.7837392,NA
"4319",NA,42.3600825,-71.0588801,"Massachusetts"
"4320",NA,41.963191,-73.993894,"New York"
"4321",NA,40.8681539,-73.425676,"New York"
"4322",NA,40.6628795,-73.551516,"New York"
"4323",NA,40.7492678,-73.6406845,"New York"
"4324",NA,40.7893778,-73.5358541,"New York"
"4325",NA,40.7325997,-73.4454009,"New York"
"4326",NA,40.8598656,-72.5678041,"New York"
"4327",NA,40.6587138,-73.6412406,"New York"
"4328",NA,41.0050977,-73.7845768,"New York"
"4329",NA,41.0339862,-73.7629097,"New York"
"4330",NA,40.789142,-73.134961,"New York"
"4331",NA,40.7950616,-73.3688987,"New York"
"4332",NA,40.7139898,-73.5590157,"New York"
"4333",NA,NA,NA,NA
"4334",NA,40.7764882,-73.4673454,"New York"
"4335",NA,41.2625965,-73.8183804,"New York"
"4336",NA,40.6806563,-73.4742914,"New York"
"4337",NA,40.8006567,-73.7284647,"New York"
"4338",NA,40.9098215,-73.8079111,"New York"
"4339",NA,40.7351018,-73.6879082,"New York"
"4340",NA,41.1482366,-73.8285144,"New York"
"4341",NA,40.9806535,-73.6837399,"New York"
"4342",NA,40.8256536,-73.2026138,"New York"
"4343",NA,40.9381544,-73.8320784,"New York"
"4344",NA,40.9232888,-73.111356,"New York"
"4345",NA,40.9114882,-73.7823549,"New York"
"4346",NA,40.7250986,-73.2453946,"New York"
"4347",NA,40.9278769,-73.7517983,"New York"
"4348",NA,40.789142,-73.134961,"New York"
"4349",NA,40.9700171,-73.7176337,"New York"
"4350",NA,40.7127753,-74.0059728,"New York"
"4351",NA,41.0801973,-72.4731529,"New York"
"4352",NA,37.3343079,-79.5230877,"Virginia"
"4353",NA,42.4906231,-71.2760089,"Massachusetts"
"4354",NA,32.844017,-97.1430671,"Texas"
"4355",NA,41.3931096,-81.5365094,"Ohio"
"4356",NA,38.8611619,-86.4872149,NA
"4357",NA,42.9463291,-71.5132008,"New Hampshire"
"4358",NA,40.8428759,-73.2928943,"New York"
"4359",NA,41.1489458,-73.9830029,"New York"
"4360",NA,40.6576022,-73.5831835,"New York"
"4361",NA,40.7684331,-73.5251253,"New York"
"4362",NA,40.8256561,-73.6981858,"New York"
"4363",NA,40.7267682,-73.6342954,"New York"
"4364",NA,40.7669027,-73.3315896,"New York"
"4365",NA,40.8262101,-73.502068,"New York"
"4366",NA,40.9634335,-72.1848009,"New York"
"4367",NA,39.9652553,-74.3118212,"New Jersey"
"4368",NA,41.6032207,-73.087749,"Connecticut"
"4369",NA,33.7489954,-84.3879824,"Georgia"
"4370",NA,40.0583238,-74.4056612,"New Jersey"
"4371",NA,NA,NA,NA
"4372",NA,53.7190281,-2.0727839,"England"
"4373",NA,25.790654,-80.1300455,"Florida"
"4374",NA,44.7630567,-85.6206317,"Michigan"
"4375",NA,53.2033494,-105.7530705,"Saskatchewan"
"4376",NA,55.378051,-3.435973,NA
"4377",NA,6.6332436,3.3821308,NA
"4378",NA,43.653226,-79.3831843,"Ontario"
"4379",NA,NA,NA,NA
"4380",NA,56.130366,-106.346771,"Saskatchewan"
"4381",NA,37.09024,-95.712891,"Kansas"
"4382",NA,40.4259915,-79.9667766,"Pennsylvania"
"4383",NA,36.778261,-119.4179324,"California"
"4384",NA,53.72702,-1.85754,"England"
"4385",NA,NA,NA,NA
"4386",NA,NA,NA,NA
"4387",NA,NA,NA,NA
"4388",NA,35.7821723,-78.6408252,"North Carolina"
"4389",NA,39.0721741,-84.3237725,"Ohio"
"4390",NA,37.09024,-95.712891,"Kansas"
"4391",NA,47.8209301,-122.3151314,"Washington"
"4392",NA,40.7127753,-74.0059728,"New York"
"4393",NA,43.1106071,-76.275798,"New York"
"4394",NA,43.6623844,-79.4457979,"Ontario"
"4395",NA,39.0638705,-108.5506486,"Colorado"
"4396",NA,39.0638705,-108.5506486,"Colorado"
"4397",NA,26.9124336,75.7872709,NA
"4398",NA,36.1626638,-86.7816016,"Tennessee"
"4399",NA,29.6516344,-82.3248262,"Florida"
"4400",NA,54.0152604,-9.4289369,NA
"4401",NA,43.653226,-79.3831843,"Ontario"
"4402",NA,53.2033494,-105.7530705,"Saskatchewan"
"4403",NA,43.653226,-79.3831843,"Ontario"
"4404",NA,43.653226,-79.3831843,"Ontario"
"4405",NA,53.4256084,-6.1316039,NA
"4406",NA,NA,NA,NA
"4407",NA,50.285069,-107.7971722,"Saskatchewan"
"4408",NA,38.9071923,-77.0368707,"District of Columbia"
"4409",NA,30.267153,-97.7430608,"Texas"
"4410",NA,39.2903848,-76.6121893,"Maryland"
"4411",NA,40.7127753,-74.0059728,"New York"
"4412",NA,39.9652553,-74.3118212,"New Jersey"
"4413",NA,33.7993178,-84.328008,"Georgia"
"4414",NA,44.742226,-65.515822,NA
"4415",NA,41.1912507,-74.0564499,"New York"
"4416",NA,53.1423672,-7.6920536,NA
"4417",NA,47.7148616,-116.7966153,"Idaho"
"4418",NA,32.715738,-117.1610838,"California"
"4419",NA,36.1699412,-115.1398296,"Nevada"
"4420",NA,51.4817279,-0.613576,"England"
"4421",NA,27.6648274,-81.5157535,"Florida"
"4422",NA,31.7093197,-98.9911611,"Texas"
"4423",NA,35.4675602,-97.5164276,"Oklahoma"
"4424",NA,35.0077519,-97.092877,"Oklahoma"
"4425",NA,32.715738,-117.1610838,"California"
"4426",NA,42.2837336,-85.6102507,"Michigan"
"4427",NA,43.0406058,-85.6593426,"Michigan"
"4428",NA,49.848471,-99.9500904,NA
"4429",NA,33.6845673,-117.8265049,"California"
"4430",NA,29.4607876,-95.0513172,"Texas"
"4431",NA,52.0765164,-2.6544182,"England"
"4432",NA,31.7618778,-106.4850217,"Texas"
"4433",NA,50.2660471,-5.0527125,"England"
"4434",NA,40.285919,-76.651193,"Pennsylvania"
"4435",NA,41.8781136,-87.6297982,"Illinois"
"4436",NA,31.7618778,-106.4850217,"Texas"
"4437",NA,55.378051,-3.435973,NA
"4438",NA,42.3370164,-77.3177577,"New York"
"4439",NA,33.4483771,-112.0740373,"Arizona"
"4440",NA,31.7618778,-106.4850217,"Texas"
"4441",NA,52.479201,-1.7326305,"England"
"4442",NA,31.7618778,-106.4850217,"Texas"
"4443",NA,43.16103,-77.6109219,"New York"
"4444",NA,40.0583238,-74.4056612,"New Jersey"
"4445",NA,52.1332144,-106.6700458,"Saskatchewan"
"4446",NA,32.2217429,-110.926479,"Arizona"
"4447",NA,49.6506376,-125.4493906,"British Columbia"
"4448",NA,41.1220409,-74.5804378,"New Jersey"
"4449",NA,40.0583238,-74.4056612,"New Jersey"
"4450",NA,35.2270869,-80.8431267,"North Carolina"
"4451",NA,45.5016889,-73.567256,NA
"4452",NA,39.0839973,-77.1527578,"Maryland"
"4453",NA,33.9616801,-118.3531311,"California"
"4454",NA,38.0293059,-78.4766781,"Virginia"
"4455",NA,33.2098407,-87.5691735,NA
"4456",NA,37.5407246,-77.4360481,"Virginia"
"4457",NA,45.6769979,-111.0429339,NA
"4458",NA,37.9642529,-91.8318334,"Missouri"
"4459",NA,32.715738,-117.1610838,"California"
"4460",NA,33.6890603,-78.8866943,NA
"4461",NA,40.6812084,-75.388792,"Pennsylvania"
"4462",NA,50.4452112,-104.6188943,"Saskatchewan"
"4463",NA,52.1332144,-106.6700458,"Saskatchewan"
"4464",NA,42.1428521,-77.0546903,"New York"
"4465",NA,32.715738,-117.1610838,"California"
"4466",NA,34.0007104,-81.0348144,NA
"4467",NA,30.267153,-97.7430608,"Texas"
"4468",NA,45.7053966,-121.5214623,NA
"4469",NA,33.5778631,-101.8551665,"Texas"
"4470",NA,30.267153,-97.7430608,"Texas"
"4471",NA,38.5815719,-121.4943996,"California"
"4472",NA,13.909444,-60.978893,NA
"4473",NA,42.6525793,-73.7562317,"New York"
"4474",NA,42.0906319,-76.8021123,"New York"
"4475",NA,49.895136,-97.1383744,NA
"4476",NA,43.5448048,-80.2481666,"Ontario"
"4477",NA,38.5815719,-121.4943996,"California"
"4478",NA,52.1332144,-106.6700458,"Saskatchewan"
"4479",NA,26.9124336,75.7872709,NA
"4480",NA,42.1292241,-80.085059,"Pennsylvania"
"4481",NA,NA,NA,NA
"4482",NA,35.3216849,-82.4598561,"North Carolina"
"4483",NA,52.2052973,0.1218195,"England"
"4484",NA,38.9108325,-75.5276699,NA
"4485",NA,29.063309,-82.05077,"Florida"
"4486",NA,52.205337,0.121817,"England"
"4487",NA,39.1183539,-84.5299136,"Ohio"
"4488",NA,39.4442096,-84.3618917,"Ohio"
"4489",NA,39.6777483,-83.9384373,"Ohio"
"4490",NA,35.9359051,-90.257876,"Arkansas"
"4491",NA,52.282316,-1.584927,"England"
"4492",NA,40.6781784,-73.9441579,"New York"
"4493",NA,50.3754565,-4.1426565,"England"
"4494",NA,52.3555177,-1.1743197,"England"
"4495",NA,53.381129,-1.470085,"England"
"4496",NA,37.6462806,-97.1909249,"Kansas"
"4497",NA,36.1988592,-115.1175013,"Nevada"
"4498",NA,27.0238036,74.2179326,NA
"4499",NA,42.2161722,-83.3553842,"Michigan"
"4500",NA,42.327978,-83.153985,"Michigan"
"4501",NA,20.593684,78.96288,NA
"4502",NA,34.9592083,-116.419389,"California"
"4503",NA,NA,NA,NA
"4504",NA,NA,NA,NA
"4505",NA,NA,NA,NA
"4506",NA,NA,NA,NA
"4507",NA,30.2226575,78.7844655,NA
"4508",NA,22.3833893,114.270976,NA
"4509",NA,26.9124336,75.7872709,NA
"4510",NA,36.1699412,-115.1398296,"Nevada"
"4511",NA,36.0016013,-81.5177363,"North Carolina"
"4512",NA,36.1699412,-115.1398296,"Nevada"
"4513",NA,4.210484,101.975766,"Pahang"
"4514",NA,40.4406248,-79.9958864,"Pennsylvania"
"4515",NA,15.552727,48.516388,NA
"4516",NA,33.5206608,-86.80249,NA
"4517",NA,29.6516344,-82.3248262,"Florida"
"4518",NA,40.0583238,-74.4056612,"New Jersey"
"4519",NA,26.3683064,-80.1289321,"Florida"
"4520",NA,40.7945096,-80.1367271,"Pennsylvania"
"4521",NA,35.7595731,-79.0192997,"North Carolina"
"4522",NA,42.1292241,-80.085059,"Pennsylvania"
"4523",NA,42.1292241,-80.085059,"Pennsylvania"
"4524",NA,33.2098407,-87.5691735,NA
"4525",NA,43.16103,-77.6109219,"New York"
"4526",NA,38.5451122,-75.0890709,NA
"4527",NA,41.6572525,-72.6655757,"Connecticut"
"4528",NA,33.2098407,-87.5691735,NA
"4529",NA,43.4565521,-80.4638552,"Ontario"
"4530",NA,43.4017847,-80.3740576,"Ontario"
"4531",NA,36.7098335,-81.9773482,"Virginia"
"4532",NA,38.9071923,-77.0368707,"District of Columbia"
"4533",NA,37.2709704,-79.9414266,"Virginia"
"4534",NA,40.7127753,-74.0059728,"New York"
"4535",NA,40.4406248,-79.9958864,"Pennsylvania"
"4536",NA,35.9606384,-83.9207392,"Tennessee"
"4537",NA,40.2731911,-76.8867008,"Pennsylvania"
"4538",NA,36.6634467,-87.4773902,"Kentucky"
"4539",NA,39.0911161,-94.4155068,"Missouri"
"4540",NA,34.6801626,-79.1950373,"North Carolina"
"4541",NA,40.7127753,-74.0059728,"New York"
"4542",NA,38.5339392,-89.9889936,"Illinois"
"4543",NA,-33.9248685,18.4240553,NA
"4544",NA,36.595141,-82.1888089,"Virginia"
"4545",NA,43.5445959,-96.7311034,"South Dakota"
"4546",NA,46.6020711,-120.5058987,"Washington"
"4547",NA,38.0405837,-84.5037164,"Kentucky"
"4548",NA,39.9611755,-82.9987942,"Ohio"
"4549",NA,31.8023831,-97.0916692,"Texas"
"4550",NA,35.2219971,-101.8312969,"Texas"
"4551",NA,40.713841,-73.950864,"New York"
"4552",NA,38.6901134,-75.3854728,NA
"4553",NA,42.3600825,-71.0588801,"Massachusetts"
"4554",NA,39.7392358,-104.990251,"Colorado"
"4555",NA,43.0389025,-87.9064736,"Wisconsin"
"4556",NA,33.4151843,-111.8314724,"Arizona"
"4557",NA,42.331427,-83.0457538,"Michigan"
"4558",NA,22.396428,114.109497,NA
"4559",NA,40.0583238,-74.4056612,"New Jersey"
"4560",NA,33.4255104,-111.9400054,"Arizona"
"4561",NA,35.2219971,-101.8312969,"Texas"
"4562",NA,35.7795897,-78.6381787,"North Carolina"
"4563",NA,35.2219971,-101.8312969,"Texas"
"4564",NA,39.9525839,-75.1652215,"Pennsylvania"
"4565",NA,37.6144838,-93.4104749,"Missouri"
"4566",NA,32.7764749,-79.9310512,NA
"4567",NA,41.7605849,-88.3200715,"Illinois"
"4568",NA,36.1023715,-115.1745559,"Nevada"
"4569",NA,47.809615,-122.379066,"Washington"
"4570",NA,47.7542651,-122.1634581,"Washington"
"4571",NA,37.8092279,-85.4669025,"Kentucky"
"4572",NA,37.8092279,-85.4669025,"Kentucky"
"4573",NA,39.7674578,-94.846681,"Missouri"
"4574",NA,-1.2920659,36.8219462,"Nairobi County"
"4575",NA,31.8456816,-102.3676431,"Texas"
"4576",NA,31.8456816,-102.3676431,"Texas"
"4577",NA,36.1023715,-115.1745559,"Nevada"
"4578",NA,-14.235004,-51.92528,NA
"4579",NA,44.9990423,-93.2939605,NA
"4580",NA,53.4083714,-2.9915726,"England"
"4581",NA,39.9525839,-75.1652215,"Pennsylvania"
"4582",NA,36.8529263,-75.977985,"Virginia"
"4583",NA,NA,NA,NA
"4584",NA,38.7209454,-75.0760137,NA
"4585",NA,39.7390721,-75.5397878,NA
"4586",NA,39.7390721,-75.5397878,NA
"4587",NA,42.331427,-83.0457538,"Michigan"
"4588",NA,41.9584457,-70.6672621,"Massachusetts"
"4589",NA,41.9584457,-70.6672621,"Massachusetts"
"4590",NA,41.1220194,-73.7948516,"New York"
"4591",NA,NA,NA,NA
"4592",NA,32.715738,-117.1610838,"California"
"4593",NA,-30.559482,22.937506,NA
"4594",NA,-30.559482,22.937506,NA
"4595",NA,-26.2041028,28.0473051,NA
"4596",NA,-30.559482,22.937506,NA
"4597",NA,32.7554883,-97.3307658,"Texas"
"4598",NA,42.315407,43.356892,NA
"4599",NA,32.1656221,-82.9000751,"Georgia"
"4600",NA,-30.559482,22.937506,NA
"4601",NA,51.6490207,-3.4288692,NA
"4602",NA,51.5073509,-0.1277583,"England"
"4603",NA,-26.2041028,28.0473051,NA
"4604",NA,36.153315,-95.971261,"Oklahoma"
"4605",NA,29.5170728,-98.4170523,"Texas"
"4606",NA,-33.9248685,18.4240553,NA
"4607",NA,40.0378755,-76.3055144,"Pennsylvania"
"4608",NA,40.7127753,-74.0059728,"New York"
"4609",NA,9.081999,8.675277,NA
"4610",NA,32.3009651,-64.8659279,NA
"4611",NA,28.6139391,77.2090212,NA
"4612",NA,27.6648274,-81.5157535,"Florida"
"4613",NA,22.396428,114.109497,NA
"4614",NA,31.9685988,-99.9018131,"Texas"
"4615",NA,21.7644725,72.1519304,NA
"4616",NA,-0.789275,113.921327,NA
"4617",NA,25.2048493,55.2707828,NA
"4618",NA,42.3600825,-71.0588801,"Massachusetts"
"4619",NA,28.5240098,75.9405178,NA
"4620",NA,32.7766642,-96.7969879,"Texas"
"4621",NA,47.6062095,-122.3320708,"Washington"
"4622",NA,42.701848,-84.4821719,"Michigan"
"4623",NA,NA,NA,NA
"4624",NA,41.0082376,28.9783589,NA
"4625",NA,34.1140497,-83.9811014,"Georgia"
"4626",NA,43.0389025,-87.9064736,"Wisconsin"
"4627",NA,50.7772135,-3.999461,"England"
"4628",NA,35.1495343,-90.0489801,"Tennessee"
"4629",NA,36.1023715,-115.1745559,"Nevada"
"4630",NA,34.7303688,-86.5861037,NA
"4631",NA,35.0456297,-85.3096801,"Tennessee"
"4632",NA,-34.9284989,138.6007456,NA
"4633",NA,38.8816208,-77.0909809,"Virginia"
"4634",NA,21.3890824,39.8579118,NA
"4635",NA,33.5651107,73.0169135,NA
"4636",NA,-22.9990047,-43.3604243,"State of Rio de Janeiro"
"4637",NA,32.3593117,-95.7257968,"Texas"
"4638",NA,34.1140497,-83.9811014,"Georgia"
"4639",NA,37.09024,-95.712891,"Kansas"
"4640",NA,33.7748275,-84.2963123,"Georgia"
"4641",NA,33.8081608,-84.170196,"Georgia"
"4642",NA,33.8651033,-84.3365917,"Georgia"
"4643",NA,33.816771,-84.3132574,"Georgia"
"4644",NA,51.5073509,-0.1277583,"England"
"4645",NA,23.424076,53.847818,NA
"4646",NA,55.378051,-3.435973,NA
"4647",NA,25.2048493,55.2707828,NA
"4648",NA,40.8923212,-74.4773775,"New Jersey"
"4649",NA,43.0528506,-74.3437467,"New York"
"4650",NA,15.552727,48.516388,NA
"4651",NA,47.6062095,-122.3320708,"Washington"
"4652",NA,36.153315,-95.971261,"Oklahoma"
"4653",NA,29.5170728,-98.4170523,"Texas"
"4654",NA,33.854721,35.862285,NA
"4655",NA,43.1706128,-78.6903098,"New York"
"4656",NA,41.87194,12.56738,NA
"4657",NA,42.2526583,-84.4303818,"Michigan"
"4658",NA,51.441642,5.4697225,NA
"4659",NA,38.973212,-95.2357094,"Kansas"
"4660",NA,45.1,15.2000001,NA
"4661",NA,-33.9248685,18.4240553,NA
"4662",NA,34.1140497,-83.9811014,"Georgia"
"4663",NA,37.09024,-95.712891,"Kansas"
"4664",NA,4.210484,101.975766,"Pahang"
"4665",NA,11.8310981,13.1509672,NA
"4666",NA,NA,NA,NA
"4667",NA,42.7481821,-77.4146876,"New York"
"4668",NA,55.041449,9.8099512,NA
"4669",NA,34.0522342,-118.2436849,"California"
"4670",NA,37.09024,-95.712891,"Kansas"
"4671",NA,-33.9248685,18.4240553,NA
"4672",NA,41.6032207,-73.087749,"Connecticut"
"4673",NA,33.8563605,-87.3016132,NA
"4674",NA,30.267153,-97.7430608,"Texas"
"4675",NA,47.7510741,-120.7401385,"Washington"
"4676",NA,43.980329,-81.4586015,"Ontario"
"4677",NA,34.1140497,-83.9811014,"Georgia"
"4678",NA,40.3267407,-78.9219698,"Pennsylvania"
"4679",NA,40.8447819,-73.8648268,"New York"
"4680",NA,39.0457549,-76.6412712,"Maryland"
"4681",NA,41.2523634,-95.9979883,"Nebraska"
"4682",NA,40.8447819,-73.8648268,"New York"
"4683",NA,51.6858341,-3.3821421,NA
"4684",NA,36.8529263,-75.977985,"Virginia"
"4685",NA,33.4734978,-82.0105148,"Georgia"
"4686",NA,43.786736,-75.4918505,"New York"
"4687",NA,41.8781136,-87.6297982,"Illinois"
"4688",NA,38.9412959,-119.7496216,"Nevada"
"4689",NA,36.1539816,-95.992775,"Oklahoma"
"4690",NA,41.2523634,-95.9979883,"Nebraska"
"4691",NA,33.7700504,-118.1937395,"California"
"4692",NA,45.4462305,-122.6392606,NA
"4693",NA,26.5317866,-80.0905465,"Florida"
"4694",NA,39.768403,-86.158068,NA
"4695",NA,39.2903848,-76.6121893,"Maryland"
"4696",NA,32.2217429,-110.926479,"Arizona"
"4697",NA,NA,NA,NA
"4698",NA,35.1495343,-90.0489801,"Tennessee"
"4699",NA,39.8814519,-83.0929644,"Ohio"
"4700",NA,29.7604267,-95.3698028,"Texas"
"4701",NA,37.24954,-83.1932284,"Kentucky"
"4702",NA,39.9525839,-75.1652215,"Pennsylvania"
"4703",NA,22.572646,88.363895,NA
"4704",NA,30.267153,-97.7430608,"Texas"
"4705",NA,32.2217429,-110.926479,"Arizona"
"4706",NA,39.9611755,-82.9987942,"Ohio"
"4707",NA,39.2014404,-85.9213796,NA
"4708",NA,32.4609764,-84.9877094,"Georgia"
"4709",NA,33.4956744,-88.4272627,NA
"4710",NA,41.4302973,-97.3593904,"Nebraska"
"4711",NA,29.7066232,-96.5396933,"Texas"
"4712",NA,43.3380464,-89.0153875,"Wisconsin"
"4713",NA,45.265222,-93.050153,NA
"4714",NA,35.2531698,-82.1970584,"North Carolina"
"4715",NA,37.1692278,-94.8441239,"Kansas"
"4716",NA,37.6871761,-97.330053,"Kansas"
"4717",NA,41.5242649,-72.0759105,"Connecticut"
"4718",NA,32.2217429,-110.926479,"Arizona"
"4719",NA,29.7604267,-95.3698028,"Texas"
"4720",NA,42.732535,-84.5555347,"Michigan"
"4721",NA,41.8389213,-89.4795478,"Illinois"
"4722",NA,29.4241219,-98.4936282,"Texas"
"4723",NA,47.5514926,-101.0020119,NA
"4724",NA,42.3149367,-83.0363633,"Ontario"
"4725",NA,35.612661,-77.3663538,"North Carolina"
"4726",NA,16.7909044,-62.2106241,NA
"4727",NA,37.8715926,-122.272747,"California"
"4728",NA,43.786736,-75.4918505,"New York"
"4729",NA,38.9071923,-77.0368707,"District of Columbia"
"4730",NA,42.5750009,-70.932122,"Massachusetts"
"4731",NA,47.6062095,-122.3320708,"Washington"
"4732",NA,42.5750009,-70.932122,"Massachusetts"
"4733",NA,30.6953657,-88.0398912,NA
"4734",NA,35.4675602,-97.5164276,"Oklahoma"
"4735",NA,37.24954,-83.1932284,"Kentucky"
"4736",NA,46.8787176,-113.996586,NA
"4737",NA,42.492786,-92.3425775,"Iowa"
"4738",NA,30.267153,-97.7430608,"Texas"
"4739",NA,52.486243,-1.890401,"England"
"4740",NA,39.907793,-75.3878525,"Pennsylvania"
"4741",NA,34.0489281,-111.0937311,"Arizona"
"4742",NA,38.0293059,-78.4766781,"Virginia"
"4743",NA,42.9849233,-81.2452768,"Ontario"
"4744",NA,33.7700504,-118.1937395,"California"
"4745",NA,42.3149367,-83.0363633,"Ontario"
"4746",NA,38.0405837,-84.5037164,"Kentucky"
"4747",NA,40.6331249,-89.3985283,"Illinois"
"4748",NA,39.2037144,-76.8610462,"Maryland"
"4749",NA,40.0583238,-74.4056612,"New Jersey"
"4750",NA,38.0293059,-78.4766781,"Virginia"
"4751",NA,42.2711311,-89.0939952,"Illinois"
"4752",NA,38.9071923,-77.0368707,"District of Columbia"
"4753",NA,32.3009651,-64.8659279,NA
"4754",NA,53.1355091,-57.6604364,NA
"4755",NA,55.6760968,12.5683372,NA
"4756",NA,51.253775,-85.323214,"Ontario"
"4757",NA,15.1449853,120.5887029,NA
"4758",NA,40.0149856,-105.2705456,"Colorado"
"4759",NA,27.6648274,-81.5157535,"Florida"
"4760",NA,60.1698557,24.9383791,NA
"4761",NA,55.378051,-3.435973,NA
"4762",NA,37.09024,-95.712891,"Kansas"
"4763",NA,31.9685988,-99.9018131,"Texas"
"4764",NA,NA,NA,NA
"4765",NA,55.1699396,-118.7986152,"Alberta"
"4766",NA,34.1140497,-83.9811014,"Georgia"
"4767",NA,NA,NA,NA
"4768",NA,NA,NA,NA
"4769",NA,36.1626638,-86.7816016,"Tennessee"
"4770",NA,34.1140497,-83.9811014,"Georgia"
"4771",NA,37.09024,-95.712891,"Kansas"
"4772",NA,31.9685988,-99.9018131,"Texas"
"4773",NA,31.9685988,-99.9018131,"Texas"
"4774",NA,34.0522342,-118.2436849,"California"
"4775",NA,38.9071923,-77.0368707,"District of Columbia"
"4776",NA,52.3555177,-1.1743197,"England"
"4777",NA,NA,NA,NA
"4778",NA,33.7489954,-84.3879824,"Georgia"
"4779",NA,38.8983313,-77.0287949,"District of Columbia"
"4780",NA,40.7127753,-74.0059728,"New York"
"4781",NA,35.7595731,-79.0192997,"North Carolina"
"4782",NA,53.7632254,-2.7044052,"England"
"4783",NA,40.7127753,-74.0059728,"New York"
"4784",NA,40.7282239,-73.7948516,"New York"
"4785",NA,55.378051,-3.435973,NA
"4786",NA,49.3849271,-100.4885515,NA
"4787",NA,27.707238,85.3072544,NA
"4788",NA,51.8927182,21.0021679,NA
"4789",NA,44.0553908,-91.6663523,NA
"4790",NA,45.0724642,-93.4557877,NA
"4791",NA,30.375321,69.345116,NA
"4792",NA,51.5073509,-0.1277583,"England"
"4793",NA,51.454513,-2.58791,"England"
"4794",NA,56.130366,-106.346771,"Saskatchewan"
"4795",NA,38.9250212,-94.68748,"Kansas"
"4796",NA,39.1934549,-86.5315055,NA
"4797",NA,40.6781784,-73.9441579,"New York"
"4798",NA,41.5428123,-87.6847684,"Illinois"
"4799",NA,40.1087511,-1.2830851,NA
"4800",NA,39.768403,-86.158068,NA
"4801",NA,34.483901,-114.3224548,"Arizona"
"4802",NA,42.8125913,-70.8772751,"Massachusetts"
"4803",NA,40.7127753,-74.0059728,"New York"
"4804",NA,52.7644626,-1.1977999,"England"
"4805",NA,52.7649545,-1.2871955,"England"
"4806",NA,52.707053,-1.1908488,"England"
"4807",NA,-33.4488897,-70.6692655,NA
"4808",NA,42.6565688,-93.5010384,"Iowa"
"4809",NA,40.7127753,-74.0059728,"New York"
"4810",NA,42.4072107,-71.3824374,"Massachusetts"
"4811",NA,40.737773,-73.953659,"New York"
